Age,Gender,Country,state,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,treatment
23,Male,Canada,NA,No,No,Sometimes,6to26,No,Yes,Yes,No,No,No,NA,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,NA,No,1
29,Male,Netherlands,NA,No,No,Never,1to5,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,0
30,Male,Germany,NA,No,No,NA,26to100,No,Yes,NA,No,No,NA,Yes,Somewhat easy,No,No,Some of them,No,Maybe,Maybe,NA,No,0
28,Female,Canada,NA,No,No,NA,MoreThan1000,No,Yes,Yes,Not sure,NA,NA,NA,Somewhat easy,No,No,Some of them,Yes,No,No,NA,No,0
32,Male,United Kingdom,NA,No,No,NA,6to26,No,Yes,No,No,No,No,NA,NA,Yes,No,No,No,No,Yes,No,No,0
32,Male,United Kingdom,NA,No,No,Sometimes,26to100,No,No,Yes,Yes,No,No,Yes,Very easy,No,No,No,Yes,No,No,Yes,No,1
37,Male,France,NA,No,No,NA,100to500,No,Yes,No,No,No,No,NA,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,0
39,Female,United States,TX,No,No,NA,MoreThan1000,Yes,No,No,Yes,No,No,NA,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No,0
31,Male,France,NA,No,No,NA,500to1000,No,Yes,NA,No,No,NA,NA,NA,Maybe,Maybe,Some of them,No,No,No,Yes,No,0
29,Male,United States,SC,No,No,NA,6to26,No,Yes,No,No,No,NA,NA,Somewhat difficult,Maybe,Maybe,Some of them,No,No,No,NA,No,0
30,Male,United States,FL,No,No,NA,100to500,No,No,Yes,No,No,NA,NA,NA,Maybe,No,Some of them,Yes,No,No,NA,No,0
33,Male,United States,WA,Yes,Yes,Rarely,1to5,Yes,Yes,No,Yes,Yes,Yes,No,Very difficult,No,No,Yes,Yes,No,No,Yes,Yes,1
37,Male,United States,CA,No,Yes,Sometimes,100to500,No,Yes,Yes,Yes,NA,NA,Yes,NA,Maybe,No,Yes,Yes,No,No,NA,No,1
23,Male,United States,OH,No,No,Often,26to100,No,No,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,1
43,Male,United States,TN,No,Yes,Sometimes,26to100,No,No,Yes,Not sure,No,Yes,NA,Somewhat easy,Yes,No,No,No,No,No,No,No,1
32,Male,United Kingdom,NA,No,No,Rarely,100to500,No,Yes,NA,No,No,No,NA,NA,Maybe,No,Yes,Yes,No,Maybe,No,Yes,1
26,Male,United States,NY,No,No,Never,26to100,No,Yes,NA,Not sure,No,No,NA,NA,Yes,Yes,Some of them,No,No,No,No,No,0
32,Male,United States,NY,Yes,No,Sometimes,1to5,Yes,Yes,NA,Not sure,NA,NA,NA,Very easy,No,No,Yes,Yes,Yes,Yes,NA,No,1
37,Female,United States,MO,No,No,NA,26to100,Yes,Yes,NA,Not sure,No,NA,NA,NA,Yes,No,Some of them,No,No,No,NA,No,0
29,Male,United States,NY,No,No,Often,26to100,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,1
34,Male,United Kingdom,NA,No,No,NA,6to26,No,Yes,No,No,No,No,NA,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,NA,No,0
27,Male,France,NA,No,No,NA,6to26,No,Yes,NA,Not sure,NA,NA,NA,NA,No,No,Yes,Yes,No,No,Yes,No,0
30,Male,United States,TN,No,Yes,Never,100to500,No,Yes,NA,No,No,NA,NA,Very easy,No,No,Some of them,Yes,No,Maybe,NA,No,0
29,Male,United States,CO,No,No,Never,6to26,No,Yes,Yes,Yes,No,Yes,Yes,NA,Maybe,No,Some of them,Some of them,No,No,No,No,0
32,Male,United States,PA,Yes,Yes,Sometimes,1to5,Yes,Yes,Yes,Yes,NA,NA,NA,Very difficult,Yes,Maybe,Some of them,No,No,No,No,No,1
21,Male,United Kingdom,NA,No,No,Sometimes,26to100,No,No,No,No,No,No,NA,Somewhat difficult,Yes,No,No,No,No,Maybe,NA,No,1
25,Male,Germany,NA,No,No,NA,500to1000,No,Yes,Yes,Yes,NA,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,Yes,Yes,Yes,No,0
37,Male,United States,NY,Yes,No,NA,6to26,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,0
29,Male,Netherlands,NA,No,Yes,NA,6to26,No,Yes,No,No,No,No,NA,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,0
27,Male,United States,MN,No,No,NA,26to100,No,Yes,Yes,Not sure,No,NA,NA,NA,No,No,Yes,Yes,No,No,NA,No,0
33,Male,United Kingdom,NA,No,No,NA,6to26,No,Yes,NA,No,No,No,NA,NA,Maybe,No,Some of them,Some of them,No,Maybe,NA,No,0
30,Male,Canada,NA,No,Yes,Sometimes,MoreThan1000,No,No,NA,No,No,No,No,Very difficult,Yes,No,Some of them,No,No,Yes,No,Yes,1
29,Male,Canada,NA,No,No,NA,1to5,Yes,Yes,No,Yes,No,No,NA,Somewhat difficult,Maybe,Maybe,Yes,Yes,No,Maybe,NA,No,0
25,Male,United States,MO,No,Yes,Never,6to26,Yes,Yes,NA,No,Yes,NA,NA,NA,Yes,No,Some of them,Yes,No,No,No,No,1
33,Male,United States,WY,No,Yes,Sometimes,1to5,No,No,No,Yes,No,No,NA,NA,No,No,Some of them,Yes,Maybe,Maybe,NA,No,1
31,Male,South Africa,NA,No,No,Never,100to500,Yes,Yes,No,No,No,No,No,NA,No,No,Some of them,Some of them,No,Maybe,No,No,0
21,Male,Germany,NA,No,No,Rarely,6to26,Yes,Yes,NA,No,No,No,NA,Very easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,0
30,Male,Switzerland,NA,No,Yes,Sometimes,26to100,No,Yes,NA,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No,1
29,Male,United States,MN,No,No,NA,MoreThan1000,No,No,NA,Not sure,NA,NA,NA,NA,No,No,Yes,Yes,No,No,No,No,0
43,Male,Croatia,NA,Yes,No,Sometimes,1to5,Yes,Yes,No,No,No,No,Yes,Very difficult,Yes,No,Yes,No,No,Maybe,No,Yes,1
37,Male,United Kingdom,NA,No,No,Often,6to26,No,Yes,No,No,No,No,NA,NA,Yes,No,Yes,Yes,Maybe,Yes,No,No,1
24,Male,France,NA,No,No,NA,26to100,No,Yes,No,No,Yes,No,NA,NA,Maybe,No,Yes,Some of them,No,No,NA,No,0
29,Male,United States,MD,No,No,NA,6to26,Yes,Yes,NA,Not sure,No,No,NA,Very easy,No,No,Yes,Yes,No,No,NA,No,0
31,Male,United States,KY,No,No,NA,26to100,No,No,Yes,Yes,Yes,Yes,Yes,NA,No,No,Yes,Yes,No,No,NA,No,0
5,Male,United States,OH,No,No,NA,100to500,No,Yes,NA,Not sure,No,No,NA,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,0
33,Male,United Kingdom,NA,Yes,No,Never,100to500,No,No,No,Not sure,No,No,NA,Very easy,No,No,Yes,Some of them,No,Yes,No,No,0
43,Male,United States,NY,No,No,NA,MoreThan1000,No,No,Yes,Yes,NA,Yes,Yes,NA,No,No,Some of them,Yes,No,Maybe,NA,No,0
33,Male,United Kingdom,NA,No,No,Sometimes,26to100,No,Yes,NA,Not sure,No,No,NA,NA,Maybe,No,Some of them,No,No,Maybe,NA,No,1
27,Male,United Kingdom,NA,No,No,NA,6to26,No,Yes,No,No,No,Yes,Yes,NA,Maybe,No,Yes,Some of them,No,Yes,Yes,No,0
36,Male,United States,TN,No,Yes,Sometimes,MoreThan1000,Yes,No,NA,No,NA,NA,NA,NA,Yes,Maybe,No,No,No,Maybe,NA,No,1
37,Male,Australia,NA,No,Yes,Sometimes,26to100,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,Yes,1
32,Male,Belgium,NA,No,No,NA,6to26,No,Yes,No,Yes,No,No,NA,Very difficult,Yes,Maybe,No,No,No,No,No,No,0
39,Male,United Kingdom,NA,No,No,Sometimes,100to500,No,Yes,No,No,No,No,NA,Very easy,No,No,No,Some of them,No,Yes,Yes,No,1
31,Male,United States,TX,No,Yes,Sometimes,26to100,No,Yes,Yes,Yes,No,NA,NA,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes,NA,No,1
36,Male,United States,OH,No,No,Sometimes,100to500,Yes,Yes,Yes,Yes,No,No,NA,Very difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,NA,No,1
30,Male,United States,TX,Yes,No,Sometimes,26to100,Yes,Yes,NA,Not sure,NA,NA,NA,NA,No,No,Some of them,Some of them,No,Yes,NA,No,1
28,Male,Canada,NA,No,No,NA,6to26,No,Yes,Yes,Not sure,No,NA,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,0
32,Male,Italy,NA,No,No,NA,6to26,No,Yes,No,No,No,No,No,Somewhat difficult,Maybe,No,Some of them,No,Maybe,Maybe,No,No,0
35,Male,United States,CA,No,Yes,Rarely,6to26,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,1
19,Male,Canada,NA,No,No,Sometimes,26to100,No,Yes,NA,Not sure,No,No,NA,Somewhat difficult,No,No,Some of them,Yes,No,Yes,NA,No,1
33,Male,Norway,NA,No,Yes,NA,26to100,No,Yes,Yes,Yes,No,No,NA,Very easy,No,No,Some of them,Yes,No,No,NA,No,0
42,Male,Germany,NA,No,No,NA,MoreThan1000,Yes,Yes,NA,Not sure,Yes,Yes,Yes,Very easy,No,No,Some of them,No,No,Maybe,Yes,No,0
37,Male,United States,MI,No,Yes,Sometimes,100to500,No,Yes,NA,Not sure,NA,NA,NA,NA,Maybe,No,Some of them,Some of them,No,No,NA,No,1
40,Male,Thailand,NA,Yes,No,Never,6to26,No,Yes,No,No,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,0
36,Male,United States,CA,No,No,Never,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,0
29,Female,United States,OR,No,Yes,Sometimes,26to100,Yes,No,NA,No,No,NA,NA,NA,Maybe,No,Some of them,Yes,No,Maybe,NA,No,1
38,Female,United States,NC,No,Yes,Sometimes,26to100,No,No,Yes,Not sure,No,NA,NA,NA,Maybe,No,No,No,No,No,NA,No,1
26,Male,United States,CA,No,Yes,Sometimes,MoreThan1000,No,Yes,Yes,No,Yes,NA,NA,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,No,1
34,Male,Germany,NA,No,No,Rarely,26to100,No,Yes,No,No,No,No,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,Maybe,Maybe,Yes,No,0
21,Male,United States,IL,No,No,Often,MoreThan1000,No,No,No,Yes,No,No,No,NA,Yes,No,Some of them,Some of them,No,Yes,No,Yes,1
31,Male,Canada,NA,Yes,Yes,Sometimes,1to5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,No,No,No,No,Yes,No,0
37,Female,United States,CA,No,Yes,Rarely,26to100,No,No,Yes,Yes,Yes,Yes,NA,NA,Maybe,Maybe,Yes,Some of them,No,Maybe,Yes,No,1
37,Male,Ireland,NA,No,Yes,Sometimes,1to5,No,Yes,No,No,No,No,NA,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,1
38,Male,Ireland,NA,No,Yes,Sometimes,1to5,No,Yes,No,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No,1
27,Female,United States,CA,No,No,Sometimes,100to500,No,Yes,NA,Not sure,Yes,NA,NA,Somewhat easy,Yes,No,Some of them,No,No,Maybe,No,No,1
39,Male,Netherlands,NA,Yes,No,NA,6to26,No,Yes,No,No,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,0
33,Female,United States,AZ,Yes,Yes,Sometimes,1to5,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,Some of them,No,No,No,No,No,1
27,Male,United Kingdom,NA,No,No,Never,26to100,No,Yes,NA,Not sure,No,NA,NA,Somewhat easy,No,No,Some of them,No,Yes,Yes,NA,No,0
36,Female,United States,CA,No,No,Never,6to26,Yes,Yes,Yes,No,No,No,NA,NA,Maybe,Maybe,Some of them,Some of them,No,No,No,No,1
28,Male,United Kingdom,NA,No,No,Never,26to100,No,Yes,NA,Not sure,No,No,NA,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,NA,No,0
39,Male,United Kingdom,NA,No,No,Sometimes,500to1000,No,No,NA,No,No,No,NA,NA,Maybe,Maybe,Some of them,Some of them,No,No,NA,No,1
33,Male,United States,VA,Yes,Yes,Sometimes,1to5,Yes,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,Yes,Yes,No,No,Yes,No,1
32,Male,United Kingdom,NA,No,No,NA,MoreThan1000,No,No,NA,Not sure,No,NA,NA,NA,Maybe,No,Some of them,Some of them,No,Yes,NA,No,0
28,Male,United Kingdom,NA,No,No,NA,MoreThan1000,No,No,NA,Not sure,No,NA,NA,NA,No,No,Some of them,Some of them,Yes,Yes,No,No,0
37,Male,United Kingdom,NA,No,Yes,Rarely,6to26,No,Yes,No,No,No,No,Yes,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,No,Yes,1
39,Male,Canada,NA,No,No,Sometimes,100to500,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,No,Some of them,Yes,No,Maybe,No,Yes,1
43,Male,United States,VA,No,No,Sometimes,6to26,Yes,Yes,NA,No,No,NA,NA,NA,Maybe,No,No,No,No,Maybe,No,No,0
32,None,United Kingdom,NA,No,No,Sometimes,MoreThan1000,No,No,NA,No,Yes,Yes,NA,NA,No,No,Yes,Some of them,Yes,Yes,Yes,Yes,1
27,Female,United States,WA,No,No,NA,MoreThan1000,No,Yes,NA,Not sure,No,Yes,NA,NA,Maybe,No,Some of them,Yes,No,No,NA,No,0
31,Female,United Kingdom,NA,No,No,NA,6to26,No,Yes,NA,No,No,No,NA,NA,No,No,Yes,Yes,Maybe,Maybe,NA,No,0
43,Male,United Kingdom,NA,No,No,Never,26to100,No,Yes,NA,No,No,NA,NA,NA,No,No,Yes,Yes,Yes,Yes,NA,No,1
33,Male,United States,WI,No,No,Sometimes,6to26,Yes,Yes,No,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,Yes,Yes,NA,No,1
34,Male,United Kingdom,NA,No,Yes,Sometimes,MoreThan1000,No,Yes,NA,Not sure,NA,NA,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,1
33,Male,United States,CA,Yes,No,NA,1to5,No,Yes,NA,No,No,No,NA,NA,No,No,Yes,Yes,No,Maybe,NA,No,0
25,Male,United States,CA,No,No,NA,6to26,No,Yes,NA,No,No,No,NA,NA,No,No,Some of them,Yes,No,No,NA,No,0
25,Male,United States,NE,No,Yes,Sometimes,MoreThan1000,No,No,Yes,Yes,Yes,Yes,Yes,NA,Maybe,No,Some of them,Some of them,No,No,No,Yes,1
32,Male,United Kingdom,NA,Yes,Yes,NA,1to5,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,No,No,0
25,Male,United States,CO,No,Yes,Sometimes,26to100,No,Yes,Yes,Yes,NA,NA,Yes,NA,Maybe,No,Some of them,Some of them,No,Maybe,NA,No,1
37,Male,Netherlands,NA,No,No,NA,100to500,Yes,No,NA,No,NA,NA,NA,Somewhat easy,Maybe,No,Yes,Yes,No,No,NA,No,0
39,Male,Switzerland,NA,No,No,Never,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,1
29,Male,United Kingdom,NA,No,No,Rarely,100to500,No,Yes,NA,Not sure,No,No,NA,Somewhat easy,No,No,Some of them,Yes,No,Maybe,NA,Yes,0
33,Male,United States,NY,No,No,Sometimes,MoreThan1000,No,Yes,Yes,Yes,NA,NA,NA,NA,Maybe,Maybe,Some of them,Some of them,No,No,NA,No,1
37,Female,United States,TX,No,No,Often,6to26,Yes,Yes,NA,Not sure,No,No,Yes,Somewhat difficult,Yes,No,Some of them,Some of them,No,Yes,No,Yes,1
35,Female,United States,LA,No,No,Sometimes,100to500,No,No,Yes,No,No,No,Yes,Very difficult,Yes,Maybe,No,Some of them,No,Yes,No,Yes,1
22,Female,United States,WA,No,Yes,Sometimes,MoreThan1000,No,Yes,NA,Not sure,NA,NA,NA,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,Yes,1
38,Male,United States,MI,No,No,Never,26to100,No,Yes,Yes,Yes,No,No,NA,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,No,Yes,0
32,Female,United States,CA,No,Yes,Often,100to500,No,Yes,Yes,No,No,NA,NA,NA,Yes,No,Some of them,Yes,No,No,NA,No,1
28,Male,Brazil,NA,No,No,NA,26to100,No,Yes,NA,No,No,No,NA,NA,Maybe,No,Some of them,Yes,Maybe,Yes,No,Yes,0
27,Male,Switzerland,NA,No,Yes,NA,26to100,No,Yes,No,No,No,No,NA,NA,Maybe,No,Some of them,Yes,No,Yes,No,No,0
35,Female,United States,CA,No,No,Sometimes,100to500,Yes,Yes,NA,No,NA,NA,NA,Very easy,Maybe,No,Some of them,No,No,Maybe,Yes,No,1
29,Male,United States,MD,No,No,Never,100to500,No,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,Maybe,Yes,Yes,No,Maybe,NA,No,0
23,Male,United States,CA,No,Yes,Sometimes,6to26,No,Yes,No,Yes,No,No,NA,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,1
39,Male,United States,CT,No,No,NA,26to100,Yes,Yes,Yes,No,No,No,NA,NA,Yes,Maybe,No,No,No,No,NA,No,0
30,Female,United States,CA,No,No,NA,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,No,No,No,Yes,No,0
32,Male,United Kingdom,NA,No,No,NA,26to100,No,Yes,NA,Not sure,No,NA,NA,Somewhat easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,NA,No,0
28,None,United States,CA,No,No,Sometimes,26to100,No,Yes,No,Yes,No,No,NA,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,Yes,1
40,Female,United States,WA,No,Yes,Sometimes,100to500,No,No,Yes,Yes,Yes,Yes,Yes,NA,Maybe,No,Some of them,Yes,No,No,NA,Yes,1
36,Female,United States,CA,No,Yes,NA,6to26,No,Yes,NA,No,No,NA,NA,NA,No,No,No,Some of them,No,Maybe,Yes,No,0
27,Male,United States,IN,No,No,NA,26to100,Yes,Yes,NA,Not sure,No,NA,NA,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,0
41,Male,United States,TX,No,Yes,Sometimes,MoreThan1000,No,Yes,Yes,Yes,No,Yes,NA,NA,Maybe,No,Some of them,Some of them,No,Maybe,No,No,0
29,Male,United Kingdom,NA,No,No,Never,6to26,No,Yes,NA,No,No,No,NA,NA,Maybe,No,Some of them,No,No,Maybe,NA,No,0
29,Male,United Kingdom,NA,No,No,Sometimes,100to500,No,Yes,No,No,No,No,NA,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No,1
35,Male,United States,MO,No,No,Often,1to5,No,No,No,No,No,No,Yes,Very difficult,Yes,No,Some of them,Some of them,No,Yes,No,Yes,1
28,Male,United States,NV,No,No,Never,6to26,Yes,Yes,No,Yes,No,No,NA,NA,Maybe,Maybe,Some of them,Some of them,No,No,NA,No,1
36,Female,United Kingdom,NA,Yes,No,Sometimes,1to5,Yes,Yes,NA,Not sure,NA,NA,NA,NA,Maybe,No,Some of them,No,No,No,NA,No,0
39,Female,United States,WA,No,No,Sometimes,26to100,No,Yes,NA,Not sure,No,NA,NA,NA,Yes,No,No,No,No,Yes,NA,No,0
39,Male,United States,FL,No,Yes,Sometimes,500to1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,No,Some of them,Yes,No,No,NA,No,1
44,Male,United States,NA,Yes,Yes,Sometimes,1to5,Yes,Yes,No,Yes,No,No,No,Very easy,Yes,Yes,Some of them,No,No,No,Yes,No,1
26,None,Germany,NA,Yes,No,Sometimes,6to26,Yes,Yes,No,Not sure,Yes,Yes,Yes,Very easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,1
35,Male,Denmark,NA,Yes,Yes,Often,1to5,No,Yes,No,Yes,Yes,No,NA,Somewhat easy,No,No,Some of them,Some of them,Maybe,Yes,Yes,No,1
40,Female,United States,WA,No,Yes,Sometimes,100to500,No,No,Yes,Not sure,Yes,NA,NA,NA,Yes,Maybe,Some of them,No,No,No,NA,No,1
35,Male,Denmark,NA,Yes,Yes,Often,1to5,No,Yes,No,Yes,Yes,No,NA,Somewhat easy,No,No,Some of them,Some of them,Maybe,Yes,Yes,No,1
38,Male,United States,IL,No,No,Never,MoreThan1000,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No,No,NA,No,0
34,Male,United States,FL,No,No,NA,MoreThan1000,Yes,Yes,NA,Not sure,NA,NA,NA,NA,No,No,Some of them,Yes,No,Maybe,Yes,No,0
43,Male,United States,MA,No,No,NA,MoreThan1000,No,Yes,Yes,No,Yes,Yes,NA,NA,No,No,Some of them,Yes,No,Maybe,NA,No,0
48,None,United States,CA,No,Yes,Often,26to100,No,Yes,NA,No,No,No,No,Very difficult,Yes,Yes,No,Some of them,No,No,No,Yes,0
20,Male,United States,WA,No,No,Never,26to100,No,Yes,NA,Not sure,NA,NA,NA,NA,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,0
40,Male,United States,MI,Yes,No,Sometimes,1to5,Yes,Yes,NA,Not sure,No,No,NA,Somewhat easy,Yes,Maybe,Some of them,No,No,No,NA,No,0
29,Female,United Kingdom,NA,No,No,Rarely,6to26,No,Yes,NA,No,No,No,NA,NA,Maybe,No,Some of them,No,No,Maybe,NA,No,1
35,Male,United States,MI,No,Yes,Sometimes,1to5,No,No,No,Yes,No,No,Yes,NA,No,No,Some of them,Yes,No,No,Yes,No,1
29,Male,United States,WI,No,Yes,Sometimes,MoreThan1000,Yes,No,Yes,Yes,No,Yes,Yes,Very easy,Maybe,No,Some of them,No,No,No,Yes,No,0
40,Male,United States,CA,No,No,Never,100to500,No,Yes,Yes,Not sure,No,NA,NA,NA,Maybe,No,Some of them,Some of them,No,Maybe,NA,No,0
29,Male,Sweden,NA,No,No,Rarely,6to26,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,1
29,Female,United States,CA,No,Yes,Rarely,100to500,No,Yes,Yes,Not sure,NA,No,NA,NA,No,No,Yes,Yes,No,Maybe,NA,No,1
34,Male,United States,TX,No,No,Sometimes,1to5,No,Yes,No,No,No,No,NA,NA,Yes,No,No,No,No,Yes,NA,No,1
44,Male,United Kingdom,NA,No,Yes,Sometimes,500to1000,No,No,NA,No,No,No,NA,Somewhat difficult,Maybe,No,Some of them,Yes,No,Maybe,No,Yes,1
24,Female,United States,NY,No,Yes,Often,6to26,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,No,Yes,No,Yes,1
47,Female,United States,PA,No,No,NA,100to500,Yes,Yes,NA,No,No,NA,NA,Very difficult,Yes,Yes,No,No,No,No,No,No,0
43,Male,United Kingdom,NA,No,Yes,NA,MoreThan1000,No,No,NA,No,No,No,NA,Very easy,Maybe,No,Some of them,Yes,No,Maybe,NA,No,0
36,Male,United States,PA,No,No,Rarely,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,Some of them,Yes,No,No,No,No,0
43,Male,United States,GA,No,No,Sometimes,MoreThan1000,No,No,NA,No,No,NA,NA,Very difficult,Maybe,No,Some of them,Yes,No,No,NA,No,1
36,Male,United Kingdom,NA,Yes,No,Sometimes,6to26,Yes,Yes,No,No,No,No,NA,Somewhat difficult,No,No,Yes,Yes,No,Maybe,NA,Yes,0
31,Female,United States,NY,No,Yes,Sometimes,100to500,No,Yes,Yes,Yes,No,No,NA,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,NA,No,1
35,Male,United States,CA,No,No,Sometimes,MoreThan1000,No,Yes,NA,Not sure,Yes,NA,NA,NA,Maybe,No,Some of them,No,No,No,NA,No,0
33,Male,United States,TN,No,Yes,NA,26to100,No,No,Yes,No,No,No,Yes,Somewhat difficult,No,No,Some of them,Some of them,No,No,NA,No,0
37,Male,Italy,NA,No,No,Sometimes,26to100,No,Yes,NA,Not sure,NA,NA,NA,NA,Yes,Yes,Some of them,No,No,No,No,No,0
34,Male,United States,TN,No,No,Sometimes,100to500,No,Yes,NA,No,Yes,NA,Yes,NA,Maybe,No,Some of them,No,No,No,NA,No,1
36,Male,Netherlands,NA,Yes,No,Sometimes,1to5,No,Yes,No,No,No,No,NA,Very easy,No,No,Yes,No,No,No,Yes,No,1
40,Male,United States,TN,Yes,Yes,Sometimes,1to5,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,1
40,Male,United States,IL,No,No,Rarely,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,NA,No,No,Some of them,Some of them,No,Maybe,NA,No,0
42,Male,United States,WI,No,No,Sometimes,1to5,Yes,Yes,No,Yes,No,No,NA,Somewhat easy,Maybe,No,No,No,No,Maybe,NA,No,1
23,Male,United States,KY,No,Yes,NA,26to100,Yes,Yes,Yes,Yes,No,NA,Yes,NA,Maybe,No,No,Some of them,No,No,NA,No,0
21,Male,United Kingdom,NA,No,Yes,Never,6to26,No,No,No,No,No,No,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,NA,No,0
26,Male,Canada,NA,No,No,Sometimes,6to26,Yes,Yes,No,No,No,No,NA,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,NA,No,0
31,Male,United States,NA,No,Yes,NA,6to26,No,Yes,NA,Not sure,No,No,NA,NA,Maybe,No,Some of them,Some of them,No,No,NA,No,0
25,Male,United States,CA,No,Yes,NA,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,0
51,Male,United States,MN,No,No,Never,MoreThan1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,0
24,Male,United States,TN,No,No,NA,6to26,No,Yes,NA,Not sure,NA,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,NA,No,0
33,Male,United States,MN,No,No,NA,100to500,No,Yes,No,No,No,No,NA,NA,Maybe,No,Some of them,Yes,No,No,No,No,0
32,Male,United Kingdom,NA,No,Yes,Rarely,6to26,No,No,No,No,No,No,No,NA,Yes,Maybe,Some of them,No,No,No,No,No,1
32,Male,United Kingdom,NA,No,Yes,Rarely,6to26,No,No,No,No,No,No,No,NA,Yes,Maybe,Some of them,No,No,No,No,No,1
26,Male,United Kingdom,NA,Yes,No,Rarely,1to5,Yes,Yes,No,Not sure,NA,NA,NA,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,Yes,No,1
23,Male,United States,IL,No,No,Never,100to500,No,No,NA,No,NA,NA,NA,NA,Maybe,No,Some of them,Some of them,Maybe,Maybe,NA,No,0
